be_neither_veri	0	1	2
deni_there	0	1	1
definit_cannot	0	1	1
and_neither	0	1	1
have_disagre_with	0	1	2
could_howev_not	0	1	2
doesn't_answer_the	0	1	2
clearli_didn't	0	1	1
be_term_as	0	1	2
can't_be_though	0	1	1
believ_be_unlik	0	1	2
will_not_agre	0	1	1
it_just_cannot	0	1	2
be_better_spent	0	1	1
conclus_believ	0	1	2
have_neither_the	0	1	1
until_all	0	1	1
don't_mean_that'	0	1	1
no_doubl	0	1	1
cannot_refus_offer	0	1	1
no_actual	0	1	1
recommend_against	0	1	1
have_also_strongli	0	1	1
cannot_plai	0	1	1
be_not_islam	0	1	1
consid_that_south	0	1	2
lack_of_altern	0	1	1
nor_even_the	0	1	1
have_not_succeed	0	1	1
nor_will_the	0	1	1
certainli_not_a	0	1	2
think_that_no	0	1	1
which_clearli_have	0	1	2
have_deni_taleban	0	1	1
the_real_victor	0	1	1
despit_the_horror	0	1	2
do_not_in	0	1	1
do_not_of	0	1	1
life_without_chang	0	1	2
cannot_keep_the	0	1	2
be_no_easi	0	1	1
rather_than_issu	0	1	1
would_not_blunt	0	1	1
emphas_that_for	0	1	4
view_to_the	0	1	2
clearli_didn't_work	0	1	1
issu_a_letter	0	1	1
have_margin_their	0	1	1
would_never_readili	0	1	2
cannot_plai_ani	0	1	1
do_not_entitl	0	1	1
without_arm_violenc	0	1	1
refus_to_respect	0	1	1
on_cannot_be	0	1	1
wouldn't_be_fair	0	1	2
deni_there_be	0	1	1
there_realli	0	1	1
do_not_accept	0	1	2
don't_myself	0	1	1
intens_legal_wrangl	0	1	2
term_inaccur	0	1	2
warn_jointli_thursdai	0	1	2
do_not_necessarili	0	1	2
isn't_exactli	0	1	1
the_unbeliev	0	1	1
will_not_admit	0	1	1
although_the_white	0	1	1
not_the_other	0	1	1
be_rapidli	0	1	1
the_massiv_particip	0	1	2
conclud_that_nasa'	0	1	1
don't_myself_imagin	0	1	1
be_unfound	0	1	1
let_not	0	1	2
no_doubl_standard	0	1	1
without_arm	0	1	1
our_conscienc_ought	0	1	2
lack_credibl_and	0	1	2
don't_bother_canvass	0	1	1
haven't_said	0	1	1
would_not_need	0	1	1
the_onli_problem	0	1	1
stanc_oppos	0	1	1
need_no_revis	0	1	2
challeng_and_issu	0	1	1
if_howev_us	0	1	2
cannot_accept_it	0	1	2
you_probabl	0	1	1
fail_to_reach	0	1	2
rather_than_challeng	0	1	1
cannot_assum_that	0	1	1
be_immedi	0	1	1
be_irrevers	0	1	1
sinc_the_fox	0	1	1
if_the_gang	0	1	1
our_conscienc	0	1	2
be_rapidli_absorb	0	1	1
let'_quit_bsing	0	1	1
never_again_shall	0	1	1
cannot_be_ani	0	1	1
strongli_advis_against	0	1	1
have_no_spirit	0	1	2
but_we_all	0	1	1
will_not_need	0	1	1
have_a_convict	0	1	1
but_separ_will	0	1	1
will_not_suffer	0	1	1
given_the_degre	0	1	1
we_don't_minim	0	1	1
refus_to_recogn	0	1	4
have_decid_that	0	1	1
cannot_keep	0	1	2
warn_jointli	0	1	2
defi_logic	0	1	1
have_backpedal	0	1	1
no_witch-hunt	0	1	2
cannot_stand_on	0	1	1
will_not_believ	0	1	2
ineffect_for_solv	0	1	2
cannot_refus	0	1	1
immut	0	1	1
cannot_wait_for	0	1	1
doesn't_answer	0	1	2
do_not_reflect	0	0.875	8
do_not_recognis	0	0.8	5
would_not_recogn	0	0.8	5
differ_over	0	0.8	5
at_no_time	0	0.75	4
found_no_evid	0	0.75	4
but_be_it	0	0.666666666666667	3
can_hardli	0	0.666666666666667	3
have_dismiss	0	0.666666666666667	3
noth_be_done	0	0.666666666666667	3
a_gross	0	0.666666666666667	6
don't_get_paid	0	0.666666666666667	3
cannot_be_rule	0	0.666666666666667	3
the_myth	0	0.666666666666667	3
instead_of_try	0	0.666666666666667	3
be_term	0	0.666666666666667	3
could_go_on	0	0.666666666666667	3
believ_be	0	0.666666666666667	3
no_on_can	0	0.666666666666667	3
cannot_accept	0	0.666666666666667	3
factual_inaccur_and	0	0.666666666666667	6
nobodi_can	0	0.666666666666667	3
have_never_tri	0	0.666666666666667	3
do_not_adequ	0	0.666666666666667	3
be_not_simpli	0	0.666666666666667	3
can_run	0	0.666666666666667	3
be_refus_to	0	0.666666666666667	3
find_ourselv	0	0.666666666666667	3
far_from_be	0	0.666666666666667	3
it_be_unrealist	0	0.666666666666667	3
cannot_be_consid	0	0.666666666666667	3
li_with	0	0.666666666666667	3
hard_to_believ	0	0.666666666666667	3
be_refus	0	0.666666666666667	6
factual_inaccur	0	0.666666666666667	6
the_climat_of	0	0.666666666666667	3
disagr_with	0	0.666666666666667	3
there_could_be	0	0.666666666666667	3
there_be_noth	0	0.666666666666667	6
without_have_ani	0	0.666666666666667	3
be_not_in	0	0.652173913043478	23
at_no	0	0.6	5
found_no	0	0.6	5
do_not_believ	0	0.555555555555556	9
especi_not	0	0.5	2
don't_think_we	0	0.5	2
be_also_unclear	0	0.5	2
have_resist	0	0.5	2
be_deni	0	0.5	4
now_that_it	0	0.5	2
babylon_be	0	0.5	2
it_be_unclear	0	0.5	2
but_have_not	0	0.5	2
guarante_taipei_that	0	0.5	2
have_deni	0	0.5	8
brush_asid	0	0.5	2
guarante_taipei	0	0.5	2
it_almost	0	0.5	2
well_thi_be	0	0.5	2
cannot_stand	0	0.5	2
we_don't_need	0	0.5	2
be_not_just	0	0.5	6
indefinit_refus	0	0.5	2
don't_get	0	0.5	4
noth_be	0	0.5	4
would_never	0	0.5	8
should_not_have	0	0.5	4
do_not_includ	0	0.5	2
cannot_imagin	0	0.5	2
will_not_end	0	0.5	2
didn't_think	0	0.5	2
do_not_meet	0	0.5	4
be_no_differ	0	0.5	2
do_not_lie	0	0.5	2
be_inaccur	0	0.5	4
but_that_doesn't	0	0.5	2
don't_think_that	0	0.5	2
cannot_sai	0	0.5	2
by_now	0	0.5	2
will_be_unabl	0	0.5	4
never_thought	0	0.5	2
have_long_argu	0	0.5	2
not_you	0	0.5	2
will_not_lead	0	0.5	2
wouldn't_have	0	0.5	2
believ_that_we	0	0.5	2
didn't_think_it	0	0.5	2
don't_think_thei	0	0.5	2
challeng_and	0	0.5	2
never_again	0	0.5	2
turn_down	0	0.5	8
be_not_complet	0	0.5	4
be_not_over	0	0.5	2
do_anybodi	0	0.5	2
abandon_of	0	0.5	2
have_also_long	0	0.5	2
nor_will	0	0.5	4
be_not_as	0	0.5	2
assur_by_washington	0	0.5	2
think_thi	0	0.5	4
deni_wolfowitz'	0	0.5	2
even_though_the	0	0.5	4
controversi_and	0	0.5	2
no_isra	0	0.5	2
it'_not_go	0	0.5	2
have_shown_reluct	0	0.5	4
refus_to_confirm	0	0.5	2
no_but	0	0.5	2
be_not_free	0	0.5	4
left_littl	0	0.5	2
consid_it	0	0.5	4
we_don't_wast	0	0.5	2
be_not_minor	0	0.5	2
but_the_fact	0	0.5	4
but_nobodi	0	0.5	4
there'_no_question	0	0.5	2
overtur_to	0	0.5	2
deni_wolfowitz'_remark	0	0.5	2
deni_that_the	0	0.5	4
be_neither	0	0.444444444444444	9
do_not_agre	0	0.444444444444444	9
do_not_conform	0	0.4	5
wouldn't_be	0	0.4	5
must_not_be	0	0.4	5
without_have	0	0.4	5
certainli_be	0	0.4	5
be_not_an	0	0.4	10
would_not_accept	0	0.4	5
refus_to_accept	0	0.4	5
there_could	0	0.4	5
be_neither_free	0	0.4	5
no_on_have	0	0.4	10
be_reluct	0	0.4	5
certainli_not	0	0.4	5
no_on_will	0.4	0.4	5
deni_that	0	0.4	5
have_noth	0	0.375	8
should_not_be	0	0.375	24
have_noth_to	0	0.375	8
should_not	0	0.365853658536585	41
have_refus	0	0.357142857142857	14
don't_think	0	0.352941176470588	17
babylon	0	0.333333333333333	3
well_thi	0	0.333333333333333	3
have_neither	0	0.333333333333333	3
not_subject_to	0	0.333333333333333	3
will_not_chang	0	0.333333333333333	3
not_subject	0	0.333333333333333	3
it_be_decid	0	0.333333333333333	3
not_with_the	0	0.333333333333333	3
a_row	0	0.333333333333333	3
have_not_given	0	0.333333333333333	6
switch_diplomat_recognit	0	0.333333333333333	3
it_be_obviou	0.666666666666667	0.333333333333333	3
have_never_have	0	0.333333333333333	3
do_not_seem	0	0.333333333333333	3
the_illus	0	0.333333333333333	3
have_stress_that	0.666666666666667	0.333333333333333	3
have_no_right	0	0.333333333333333	9
assur_by	0	0.333333333333333	3
it'_not_just	0	0.333333333333333	3
refus_to_allow	0	0.333333333333333	3
don't_believ	0	0.333333333333333	6
do_not_consid	0	0.333333333333333	3
cannot_be_us	0	0.333333333333333	3
it_be_absolut	0	0.333333333333333	6
neither_do	0	0.333333333333333	3
deni_by	0	0.333333333333333	3
be_deem	0.333333333333333	0.333333333333333	6
have_admit	0	0.333333333333333	3
call_for_voluntari	0.285714285714286	0.285714285714286	7
it_just	0	0.285714285714286	7
have_yet_to	0	0.285714285714286	7
could_go	0	0.285714285714286	7
no_other	0	0.272727272727273	11
refus_to	0	0.268817204301075	93
have_refus_to	0	0.25	12
could_not_be	0	0.25	16
do_not_follow	0	0.25	4
it_be_almost	0	0.25	4
be_unaccept	0	0.25	8
be_ignor	0	0.25	4
switch_diplomat	0	0.25	4
the_massiv	0	0.25	8
be_unclear	0	0.25	4
if_the_european	0.5	0.25	4
have_stress	0.5	0.25	4
it_can_be	0.125	0.25	8
can_no_longer	0	0.25	4
could_also	0	0.25	4
but_we_don't	0	0.25	4
brush	0	0.25	4
emphas_that	0.411764705882353	0.235294117647059	17
be_not_a	0.0333333333333333	0.233333333333333	30
the_incid	0	0.222222222222222	9
thi_be_why	0	0.222222222222222	9
view_to	0	0.222222222222222	9
not_free_and	0	0.222222222222222	9
either_the	0.222222222222222	0.222222222222222	9
it_will_not	0	0.214285714285714	14
consid_that	0.214285714285714	0.214285714285714	14
nobodi	0	0.214285714285714	14
must_not	0	0.210526315789474	19
need_not_be	0	0.2	5
would_not_be	0	0.2	15
allow_that	0	0.2	5
the_claim	0.2	0.2	10
don't_think_it	0	0.2	5
do_not_mean	0	0.2	10
the_fire	0	0.2	5
be_not_known	0	0.2	5
isn't	0	0.2	15
but_we_have	0	0.2	5
consid_that_the	0.4	0.2	5
differ_between_the	0	0.2	5
be_no_longer	0	0.2	15
have_plai	0	0.2	5
not_free	0	0.2	10
it_be_now	0	0.2	5
be_not_for	0	0.2	5
not_too	0	0.2	5
need_not	0	0.2	5
no_on	0.0784313725490196	0.196078431372549	51
cannot_be	0	0.191489361702128	47
there_be_no	0.00900900900900901	0.189189189189189	111
have_reject	0	0.1875	16
cannot	0	0.18705035971223	139
it_would_not	0	0.181818181818182	11
have_yet	0	0.181818181818182	11
the_peopl_who	0.0909090909090909	0.181818181818182	11
it_be_imposs	0	0.181818181818182	11
be_not_on	0	0.181818181818182	11
it'_not	0	0.176470588235294	17
would_not	0.024390243902439	0.170731707317073	82
reveal_that	0	0.166666666666667	12
far_from	0	0.166666666666667	18
can_no	0	0.166666666666667	6
row	0	0.166666666666667	12
therefor_be	0	0.166666666666667	6
or_so	0	0.166666666666667	6
wouldn't	0.0555555555555556	0.166666666666667	18
it_would_be	0.138888888888889	0.166666666666667	36
the_mexican	0	0.166666666666667	6
there_will_be	0	0.166666666666667	12
be_not_onli	0.315789473684211	0.157894736842105	19
have_never	0	0.153846153846154	26
have_never_been	0	0.142857142857143	7
mai_not_be	0	0.142857142857143	7
conclud_that	0.285714285714286	0.142857142857143	7
can_do	0	0.142857142857143	14
be_consid_as	0	0.142857142857143	7
not_with	0	0.142857142857143	7
but_there_be	0	0.142857142857143	14
fend	0	0.142857142857143	7
fend_off	0	0.142857142857143	7
he_have_no	0	0.142857142857143	7
be_not	0.0204081632653061	0.130612244897959	490
but_there	0	0.125	16
but_becaus	0	0.125	8
strongli	0	0.125	24
have_turn	0	0.125	8
aol	0.125	0.125	8
we_don't	0	0.125	24
not_prison_of	0	0.125	8
do_not_see	0	0.125	8
be_not_yet	0	0.125	8
not_prison	0	0.125	8
with_all_the	0	0.125	8
there'_no	0.125	0.125	8
given_the	0	0.12	25
declin_to	0	0.12	25
could_not	0	0.119047619047619	42
understand_that	0	0.117647058823529	17
will_not	0	0.116071428571429	112
do_not	0.0167865707434053	0.112709832134293	417
on_cannot	0.111111111111111	0.111111111111111	9
judg_by	0	0.111111111111111	9
reject_of	0	0.111111111111111	9
be_turn	0	0.111111111111111	9
declar_that_the	0	0.111111111111111	9
can_never	0	0.111111111111111	9
but_be	0	0.105263157894737	19
there_would	0	0.1	10
there_would_be	0	0.1	10
have_shown	0.1	0.1	20
aren't	0	0.1	20
think_it_be	0.1	0.1	10
do_not_have	0.025	0.1	40
emphas	0.30952380952381	0.0952380952380952	42
there_will	0	0.0952380952380952	21
differ_between	0	0.0909090909090909	11
object_to	0	0.0909090909090909	22
be_not_the	0.0454545454545455	0.0909090909090909	22
have_not_been	0	0.0888888888888889	45
contrari_to	0	0.0833333333333333	12
switch	0	0.0833333333333333	12
realiz_that	0.0833333333333333	0.0833333333333333	12
but_have	0	0.0833333333333333	12
don't	0.00873362445414847	0.0829694323144105	229
doesn't	0.0540540540540541	0.0810810810810811	37
repeat	0	0.08	25
have_no	0.0227272727272727	0.0795454545454545	88
it_would	0.058252427184466	0.0776699029126214	103
hard_to	0	0.0769230769230769	26
now_that	0	0.0769230769230769	13
haven't	0	0.0769230769230769	13
but_we	0	0.0769230769230769	39
if_we	0.0357142857142857	0.0714285714285714	28
not_enough	0	0.0714285714285714	14
have_decid	0.0714285714285714	0.0714285714285714	14
be_in_fact	0.133333333333333	0.0666666666666667	15
you_would	0.0666666666666667	0.0666666666666667	15
be_declar	0	0.0666666666666667	15
no_longer	0	0.0645161290322581	31
even_though	0.15625	0.0625	32
onc_again	0.125	0.0625	32
it_be_not	0.02	0.06	50
have_not	0.0263157894736842	0.0592105263157895	152
not_go_to	0	0.0588235294117647	17
think_it	0.117647058823529	0.0588235294117647	17
solut_to	0	0.0588235294117647	17
do_not_want	0.0555555555555556	0.0555555555555556	18
have_long	0	0.0555555555555556	18
other_than	0	0.0555555555555556	18
let'	0	0.0555555555555556	18
mai_not	0.0555555555555556	0.0555555555555556	18
there_be	0.0555555555555556	0.0534188034188034	468
the_largest	0	0.0526315789473684	19
not_go	0	0.0526315789473684	19
will_not_be	0	0.0512820512820513	39
do	0.00722394220846233	0.0505675954592363	969
despit_the	0.025	0.05	40
but_that	0.1	0.05	20
issu_a	0	0.05	20
nor	0	0.0483870967741935	62
no	0.00958466453674121	0.0479233226837061	626
posit_of	0	0.0476190476190476	21
be_do	0	0.0476190476190476	21
if_it_be	0	0.0476190476190476	21
instead_of	0.0465116279069767	0.0465116279069767	43
rather_than	0.0465116279069767	0.0465116279069767	43
the_climat	0	0.0454545454545455	44
the_real	0.0909090909090909	0.0454545454545455	22
it_can	0.0227272727272727	0.0454545454545455	44
there_have_been	0	0.0454545454545455	22
there	0.0443213296398892	0.0443213296398892	722
declar_that	0	0.0434782608695652	23
in_term_of	0	0.0416666666666667	24
subsequ	0	0.0416666666666667	24
should_have	0.125	0.0416666666666667	24
have_alwai	0.291666666666667	0.0416666666666667	24
can't	0.0408163265306122	0.0408163265306122	49
be_better	0.08	0.04	25
in_term	0	0.04	25
be_no	0	0.0375	160
with_all	0	0.037037037037037	27
have_also	0.0535714285714286	0.0357142857142857	56
found	0	0.0357142857142857	84
t	0	0.0357142857142857	84
clear_that	0	0.0344827586206897	29
there_have	0	0.0344827586206897	29
fail_to	0	0.0338983050847458	59
it_do_not	0.0625	0.03125	32
although_the	0	0.03125	32
let	0.0447761194029851	0.0298507462686567	67
lack_of	0	0.0294117647058824	34
either	0.072463768115942	0.0289855072463768	69
it_will	0.0480769230769231	0.0288461538461538	104
but_the	0.0225988700564972	0.0282485875706215	177
when_thei	0	0.0277777777777778	36
think_that	0.25	0.0277777777777778	36
noth	0	0.0273972602739726	73
never	0.0181818181818182	0.0272727272727273	110
instead	0.0256410256410256	0.0256410256410256	78
given	0	0.0256410256410256	117
neither	0	0.0256410256410256	39
believ_that	0.354430379746835	0.0253164556962025	79
there'	0.15	0.025	40
it_be	0.0970996216897856	0.0239596469104666	793
conclud	0.0714285714285714	0.0238095238095238	42
not_the	0	0.0232558139534884	43
even_if	0.113636363636364	0.0227272727272727	44
turn	0.0164835164835165	0.021978021978022	182
it_do	0.0434782608695652	0.0217391304347826	46
declar	0	0.0214285714285714	140
yet	0.0531914893617021	0.0212765957446809	94
what_be	0.0416666666666667	0.0208333333333333	96
onc	0.0510204081632653	0.0204081632653061	98
solut	0	0.02	50
far	0	0.0197368421052632	152
it'	0.0754716981132075	0.0188679245283019	159
call_for	0.0740740740740741	0.0185185185185185	108
can	0.0633946830265849	0.0184049079754601	489
describ	0.119266055045872	0.018348623853211	109
be_consid	0.0363636363636364	0.0181818181818182	55
if_it	0.0727272727272727	0.0181818181818182	55
didn't	0	0.0178571428571429	56
life	0	0.0178571428571429	112
he_would	0	0.0175438596491228	57
judg	0	0.0172413793103448	58
term	0	0.0163934426229508	122
find	0	0.016260162601626	123
but	0.025811823480433	0.0158201498751041	1201
if_the	0.0852713178294574	0.0155038759689922	129
they'r	0.0294117647058824	0.0147058823529412	68
the_peopl	0.00735294117647059	0.0147058823529412	136
it_be_a	0.0416666666666667	0.0138888888888889	72
the_fact_that	0.0133333333333333	0.0133333333333333	75
have	0.0438981562774363	0.0131694468832309	4556
without	0.0218340611353712	0.0131004366812227	229
the_onli	0.128205128205128	0.0128205128205128	78
if	0.0736111111111111	0.0125	720
can_be	0.0697674418604651	0.0116279069767442	86
the_fact	0.0210526315789474	0.0105263157894737	95
held	0.0143540669856459	0.00956937799043062	209
left	0	0.00952380952380952	105
it	0.0278138809461918	0.00935794125292436	3847
be	0.0425938803894298	0.00930111265646732	11504
sinc_the	0.00892857142857143	0.00892857142857143	112
would_be	0.084070796460177	0.00884955752212389	226
he_have	0	0.0078740157480315	127
will_be	0.038961038961039	0.00779220779220779	385
thi_be	0.033210332103321	0.00738007380073801	271
remain	0.0437956204379562	0.0072992700729927	137
be_an	0.0838709677419355	0.00645161290322581	155
be_also	0.089171974522293	0.00636942675159236	157
not	0.00105876124933827	0.00635256749602965	1889
until	0.0125	0.00625	160
sinc	0.0121212121212121	0.00606060606060606	330
want_to	0.0106382978723404	0.00531914893617021	188
have_a	0.0297029702970297	0.00495049504950495	202
you	0.0123609394313968	0.00494437577255871	809
call	0.0513447432762836	0.00488997555012225	409
be_in	0.0579710144927536	0.00483091787439614	207
our	0.00778210116731518	0.00389105058365759	514
mai	0.00740740740740741	0.0037037037037037	270
what	0.00925925925925926	0.0037037037037037	540
we	0.0117351215423303	0.00335289186923722	1193
made	0.0208333333333333	0.00297619047619048	336
with_the	0.00297619047619048	0.00297619047619048	672
an	0.0053475935828877	0.00267379679144385	1496
now	0.0101010101010101	0.00252525252525253	396
issu	0	0.00226757369614512	441
when	0.00963391136801541	0.00192678227360308	519
at	0.00283607487237663	0.00170164492342598	1763
be_a	0.0932896890343699	0.0016366612111293	611
which	0.00485044462409054	0.00161681487469685	1237
other	0	0.00130378096479791	767
with	0.00160320641282565	0.00120240480961924	2495
thi	0.0135294117647059	0.00117647058823529	1700
he	0.00056274620146314	0.00112549240292628	1777
who	0.00327153762268266	0.00109051254089422	917
or	0.00420609884332282	0.0010515247108307	951
i	0.0065252854812398	0.000815660685154976	1226
the	0.00604908399585206	0.000691323885240235	28930
a	0.00392475301123291	0.000676681553660847	7389
by	0.00524405002016942	0.000403388463089956	2479
on	0.00353940537989618	0.000235960358659745	4238
in	0.00295473348303983	0.000118189339321593	8461
and	0.00121065375302663	0.00010088781275222	9912
